"id","full_sq","life_sq","floor","max_floor","material","num_room","kitch_sq","product_type","area_m","raion_popul","green_zone_part","indust_part","children_preschool","preschool_quota","preschool_education_centers_raion","children_school","school_quota","school_education_centers_raion","school_education_centers_top_20_raion","healthcare_centers_raion","university_top_20_raion","sport_objects_raion","additional_education_raion","culture_objects_top_25","culture_objects_top_25_raion","shopping_centers_raion","office_raion","thermal_power_plant_raion","incineration_raion","oil_chemistry_raion","radiation_raion","railroad_terminal_raion","big_market_raion","nuclear_reactor_raion","detention_facility_raion","full_all","male_f","female_f","young_all","young_male","young_female","work_all","work_male","work_female","ekder_all","ekder_male","ekder_female","X0_6_all","X0_6_male","X0_6_female","X7_14_all","X7_14_male","X7_14_female","X0_17_all","X0_17_male","X0_17_female","X16_29_all","X16_29_male","X16_29_female","X0_13_all","X0_13_male","X0_13_female","raion_build_count_with_material_info","build_count_block","build_count_wood","build_count_frame","build_count_brick","build_count_monolith","build_count_panel","build_count_foam","build_count_slag","build_count_mix","raion_build_count_with_builddate_info","build_count_before_1920","build_count_1921.1945","build_count_1946.1970","build_count_1971.1995","build_count_after_1995","ID_metro","metro_min_avto","metro_km_avto","metro_min_walk","metro_km_walk","kindergarten_km","school_km","park_km","green_zone_km","industrial_km","water_treatment_km","cemetery_km","incineration_km","railroad_station_walk_km","railroad_station_walk_min","ID_railroad_station_walk","railroad_station_avto_km","railroad_station_avto_min","ID_railroad_station_avto","public_transport_station_km","public_transport_station_min_walk","water_km","water_1line","mkad_km","ttk_km","sadovoe_km","bulvar_ring_km","kremlin_km","big_road1_km","ID_big_road1","big_road1_1line","big_road2_km","ID_big_road2","railroad_km","railroad_1line","zd_vokzaly_avto_km","ID_railroad_terminal","bus_terminal_avto_km","ID_bus_terminal","oil_chemistry_km","nuclear_reactor_km","radiation_km","power_transmission_line_km","thermal_power_plant_km","ts_km","big_market_km","market_shop_km","fitness_km","swim_pool_km","ice_rink_km","stadium_km","basketball_km","hospice_morgue_km","detention_facility_km","public_healthcare_km","university_km","workplaces_km","shopping_centers_km","office_km","additional_education_km","preschool_km","big_church_km","church_synagogue_km","mosque_km","theater_km","museum_km","exhibition_km","catering_km","ecology","green_part_500","prom_part_500","office_count_500","office_sqm_500","trc_count_500","trc_sqm_500","cafe_count_500","cafe_count_500_na_price","cafe_count_500_price_500","cafe_count_500_price_1000","cafe_count_500_price_1500","cafe_count_500_price_2500","cafe_count_500_price_4000","cafe_count_500_price_high","big_church_count_500","church_count_500","mosque_count_500","leisure_count_500","sport_count_500","market_count_500","green_part_1000","prom_part_1000","office_count_1000","office_sqm_1000","trc_count_1000","trc_sqm_1000","cafe_count_1000","cafe_sum_1000_min_price_avg","cafe_sum_1000_max_price_avg","cafe_avg_price_1000","cafe_count_1000_na_price","cafe_count_1000_price_500","cafe_count_1000_price_1000","cafe_count_1000_price_1500","cafe_count_1000_price_2500","cafe_count_1000_price_4000","cafe_count_1000_price_high","big_church_count_1000","church_count_1000","mosque_count_1000","leisure_count_1000","sport_count_1000","market_count_1000","green_part_1500","prom_part_1500","office_count_1500","office_sqm_1500","trc_count_1500","trc_sqm_1500","cafe_count_1500","cafe_sum_1500_min_price_avg","cafe_sum_1500_max_price_avg","cafe_avg_price_1500","cafe_count_1500_na_price","cafe_count_1500_price_500","cafe_count_1500_price_1000","cafe_count_1500_price_1500","cafe_count_1500_price_2500","cafe_count_1500_price_4000","cafe_count_1500_price_high","big_church_count_1500","church_count_1500","mosque_count_1500","leisure_count_1500","sport_count_1500","market_count_1500","green_part_2000","prom_part_2000","office_count_2000","office_sqm_2000","trc_count_2000","trc_sqm_2000","cafe_count_2000","cafe_sum_2000_min_price_avg","cafe_sum_2000_max_price_avg","cafe_avg_price_2000","cafe_count_2000_na_price","cafe_count_2000_price_500","cafe_count_2000_price_1000","cafe_count_2000_price_1500","cafe_count_2000_price_2500","cafe_count_2000_price_4000","cafe_count_2000_price_high","big_church_count_2000","church_count_2000","mosque_count_2000","leisure_count_2000","sport_count_2000","market_count_2000","green_part_3000","prom_part_3000","office_count_3000","office_sqm_3000","trc_count_3000","trc_sqm_3000","cafe_count_3000","cafe_sum_3000_min_price_avg","cafe_sum_3000_max_price_avg","cafe_avg_price_3000","cafe_count_3000_na_price","cafe_count_3000_price_500","cafe_count_3000_price_1000","cafe_count_3000_price_1500","cafe_count_3000_price_2500","cafe_count_3000_price_4000","cafe_count_3000_price_high","big_church_count_3000","church_count_3000","mosque_count_3000","leisure_count_3000","sport_count_3000","market_count_3000","green_part_5000","prom_part_5000","office_count_5000","office_sqm_5000","trc_count_5000","trc_sqm_5000","cafe_count_5000","cafe_sum_5000_min_price_avg","cafe_sum_5000_max_price_avg","cafe_avg_price_5000","cafe_count_5000_na_price","cafe_count_5000_price_500","cafe_count_5000_price_1000","cafe_count_5000_price_1500","cafe_count_5000_price_2500","cafe_count_5000_price_4000","cafe_count_5000_price_high","big_church_count_5000","church_count_5000","mosque_count_5000","leisure_count_5000","sport_count_5000","market_count_5000","price_doc"
3410,58,29,17,16.6647936006989,1.36222332288826,2.28639384073213,9.4560180863582,"Investment",3292112.223,73148,0.063747248,0.092290642,4449,2757,5,4346,7327,5,0,1,0,3,2,"no",0,2,2,"no","no","no","no","no","no","no","no",41504,18905,22599,9308,4847,4461,44449,22170,22279,19391,5955,13436,4449,2281,2168,4346,2283,2063,10271,5360,4911,9620,4575,5045,8322,4322,4000,222,97,0,0,4,13,108,0,0,0,222,0,0,144,25,53,40,2.442745767,1.256181368,15.07417642,1.256181368,0.179027934,0.223967257,2.352110721,0.419686643,0.799385025,22.27944,3.237722,1.342184,2.424883423,29.09860108,45,2.424883423,3.383976108,45,0.085658114,1.027897368,1.575473055,"no",4.437427021,8.58036319,11.03339156,11.6446496,13.12445957,0.657879179,5,"no",4.271756587,36,0.86641227,"no",9.5131921,121,12.35855805,5,17.99130853,2.552042794,2.192625816,1.960311192,4.025974128,2.950078692,15.23094343,2.449400892,0.675585798,2.577921752,5.732849157,5.6175252,2.315913772,2.442872328,8.227785209,2.104740108,2.424660147,1.046947512,0.97099868,1.365542913,0.768041534,0.223967257,1.486978461,1.24909626,2.537336284,8.778938091,5.994937286,5.014127839,0.709626978,"poor",3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,6.17,0,0,2,64000,9,755.56,1222.22,988.89,0,1,3,5,0,0,0,0,0,0,0,1,0,5.6,22.41,3,61000,4,87000,23,859.09,1409.09,1134.09,1,3,8,9,0,2,0,1,2,0,0,5,0,6.75,29.02,7,288133,10,236983,34,921.88,1500,1210.94,2,5,9,13,2,3,0,1,2,0,0,8,0,7.09,30.27,23,496202,20,601643,82,802.7,1344.59,1073.65,8,13,29,22,6,4,0,4,12,1,0,25,2,16.18,21.71,42,939016,44,1405152,185,677.06,1144.12,910.59,15,47,65,45,9,4,0,12,25,1,0,73,5,9500000
3467,33,18,12,11.1589963137416,1.27480795698815,1.50213445394115,6.80767765821268,"Investment",3875439.354,94564,0.100505636,0.219006007,6222,3062,4,6746,5692,4,0,1,0,3,2,"no",0,4,3,"no","no","no","no","no","no","no","no",64931,28809,36122,13938,7131,6807,59008,29219,29789,21618,6400,15218,6222,3117,3105,6746,3531,3215,15801,8034,7767,12584,6028,6556,12121,6183,5938,159,39,0,0,2,7,111,0,0,0,159,0,0,1,134,24,40,3.674284141,1.996315548,23.95578658,1.996315548,0.234935707,0.340577459,1.858689996,0.571446336,0.54372546,22.16566,3.561617,1.568395,1.929845766,23.15814919,45,1.929845766,3.071549701,45,0.103715448,1.244585378,1.496013061,"no",3.968702991,9.101585792,11.50875683,12.11333118,13.59770656,0.808336883,5,"no",3.794493384,36,0.54372546,"no",10.25332628,121,13.09869223,5,18.24497028,3.114660448,1.990983146,2.543233606,3.884241167,3.158955632,15.22246071,3.189535072,0.195511822,2.56943903,6.472983337,6.35765938,1.911284638,2.249309786,8.967919389,1.817816839,1.92962249,0.465673037,0.882100482,1.247990673,0.895914039,0.340577459,1.826173551,1.776880872,2.710646248,9.519072271,6.333955308,5.545456892,0.164339424,"poor",0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,4.31,7.65,0,0,1,13000,6,750,1250,1000,0,0,3,3,0,0,0,0,0,0,0,1,0,5.28,19.05,2,78500,7,195343,20,873.68,1447.37,1160.53,1,2,8,7,0,2,0,0,0,0,0,4,0,5.73,28.64,10,317254,10,335983,38,972.22,1583.33,1277.78,2,5,10,14,3,4,0,1,2,0,0,13,0,8.99,27.04,19,484797,25,681863,88,781.48,1314.81,1048.15,7,16,32,22,7,4,0,5,12,1,0,23,4,15.14,21.69,40,924858,46,1463392,178,685.28,1156.44,920.86,15,44,62,44,9,4,0,12,24,1,0,69,5,5100000
3483,72,44,3,8.72555699525143,2.73880012593194,1.94195416223908,7.48982826244018,"Investment",7963518.819,105663,0.126499246,0.161975568,6700,2854,4,7010,7023,5,0,3,0,11,5,"no",0,7,5,"no","no","no","yes","no","no","yes","no",166803,77246,89557,14588,7421,7167,64875,33603,31272,26200,8001,18199,6700,3383,3317,7010,3585,3425,16161,8244,7917,31968,15597,16371,12927,6566,6361,407,44,0,0,277,9,75,0,2,0,411,0,12,304,63,32,122,1.838297518,1.395817996,16.74981596,1.395817996,1.686971603,0.211044487,1.628381065,0.097692889,0.816272871,20.76988,3.533397,10.11651,2.620572126,31.44686552,26,2.838160058,3.609919761,26,0.218535172,2.622422065,0.339242414,"no",4.200800291,6.449719307,9.367009922,10.22201474,11.39581024,2.454018533,29,"no",3.245321052,35,1.128390353,"no",10.41600652,83,6.341689689,1,19.89356191,1.391390883,0.48346053,1.903433207,3.703598293,4.478908801,25.31789417,3.798986577,0.405206344,1.509361175,1.995220719,1.974269111,1.223318877,2.298102755,6.362273507,1.952613487,3.840787465,2.525359156,1.015257732,1.394175771,0.196116818,0.608453264,2.366538662,1.098651207,8.844338658,9.928303529,8.175198631,2.768427894,0.682627401,"satisfactory",12.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.02,3.13,0,0,0,0,6,800,1333.33,1066.67,0,1,2,2,1,0,0,0,0,0,0,6,0,19.23,11.52,1,9000,3,151375,25,747.62,1261.9,1004.76,4,4,8,6,3,0,0,0,1,0,0,14,0,18.59,9.95,2,13000,6,242392,41,813.89,1361.11,1087.5,5,6,13,11,5,1,0,0,5,0,0,17,1,25.04,4.82,18,322306,15,333892,93,777.38,1297.62,1037.5,9,16,29,27,11,1,0,1,9,0,1,35,5,18.67,11.91,63,1811451,38,1589133,255,761.95,1274.34,1018.14,29,64,71,55,29,6,1,8,20,0,2,75,10,16200000
3508,74,46,17,16.7104572765724,1,2.08390831704099,8.63544648384391,"Investment",3707575.212,103746,0.030566196,0.041365446,5539,3530,5,5569,6159,5,0,1,0,1,0,"no",0,4,0,"no","no","no","no","no","no","no","no",94561,41048,53513,11940,5998,5942,73158,35602,37556,18648,5399,13249,5539,2753,2786,5569,2826,2743,13609,6847,6762,18480,8434,10046,10329,5184,5145,177,4,0,0,0,4,169,0,0,0,177,0,0,0,102,75,32,1.925823769,0.995674057,11.94808868,0.995674057,0.121750953,0.401290776,2.504046778,0.07822756,0.580597822,6.915029,1.269201,4.483355,1.91190354,22.94284248,56,1.91190354,3.868363423,56,0.037020542,0.444246503,1.34163852,"no",1.78719759,10.00539069,13.48449258,14.02253037,15.54784144,1.787197594,1,"no",3.891882649,21,1.664382398,"no",19.53998041,5,8.721748532,3,7.12090171,15.9234627,3.655721965,1.952691547,9.055108706,2.533305272,13.56865457,1.396369887,0.491489585,1.725027572,1.725027572,10.91083567,2.73962825,1.843701965,15.6218145,0.855389742,7.415473818,0.425953181,0.588418798,3.367689464,1.056138172,0.401290776,1.3263763,1.48328792,7.101168515,6.059289523,3.77907908,4.630647591,0.300914404,"good",34.13,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,1,0,30.69,5.95,0,0,1,6500,5,700,1125,912.5,1,1,1,2,0,0,0,0,0,0,0,1,2,28.54,8.23,0,0,3,19717,8,971.43,1571.43,1271.43,1,1,2,3,0,1,0,1,1,0,0,4,2,27.16,9.49,0,0,6,162417,9,912.5,1500,1206.25,1,1,3,3,0,1,0,2,1,0,0,4,2,21.25,4.46,0,0,6,162417,16,733.33,1200,966.67,1,5,4,5,0,1,0,3,6,0,0,9,3,15.39,4.29,1,111700,21,674915,48,670.21,1138.3,904.26,1,10,21,14,1,1,0,7,10,0,7,24,6,9800000
3512,49,21,8.56215461959149,15.3207255753729,1.40389337623923,1.86843147352404,9.21353932927835,"Investment",8889466.752,90114,0.579644597,0,5102,3617,6,4798,7653,6,0,2,0,6,1,"no",0,8,0,"no","no","no","no","no","no","no","no",78616,35397,43219,10562,5371,5191,65270,38289,26981,14282,4233,10049,5102,2574,2528,4798,2468,2330,11749,5983,5766,19093,8734,10359,9304,4727,4577,154,4,0,0,25,1,124,0,0,0,154,0,0,11,102,41,69,2.02648861,1.31158676,15.73904112,1.31158676,0.366590819,0.221195526,2.282509783,0.196168019,1.219343886,5.678263,0.696611,5.047755,3.797328819,45.56794583,47,3.797328819,5.160828245,47,0.071456894,0.857482726,0.361179115,"no",1.492968659,15.3389429,18.54033321,19.94489114,20.59077964,0.639774415,2,"no",1.137025421,40,0.744442706,"no",20.49183574,32,1.05864354,9,17.06276775,10.83981928,2.503760465,0.254418577,3.432226435,4.661340942,12.40796231,1.836747893,0.210022683,1.317011832,6.721019056,12.29814002,4.98775679,1.639015328,18.27100004,0.952802516,14.13892038,2.725972192,0.703017435,2.174831189,1.334413649,0.221195526,0.702107024,0.864973102,3.785580687,16.87746261,8.495658473,6.830701632,0.177895588,"good",24.17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,31.95,0,0,0,5,26538,4,825,1375,1100,0,1,1,1,1,0,0,1,1,0,0,5,0,30.72,1.07,0,0,7,50104,6,1016.67,1666.67,1341.67,0,2,1,1,1,1,0,1,1,0,0,6,1,28.68,0.74,0,0,8,81104,8,987.5,1625,1306.25,0,3,1,1,2,1,0,1,3,0,0,6,2,33.23,3.63,1,15000,12,117783,17,843.75,1375,1109.38,1,5,3,5,2,1,0,1,3,0,0,13,2,27.93,8.45,3,81947,25,376066,32,758.62,1224.14,991.38,3,10,5,11,2,1,0,3,9,1,0,21,3,7200000
3583,32,32,4,15.9468998601762,1.0921973270539,1.40564043031968,8.73437720614327,"OwnerOccupier",7632939.805,78810,0.051843748,0.43788524,5519,1503,3,5735,5782,3,0,0,0,3,2,"no",0,5,3,"no","no","no","yes","no","no","no","no",87713,41288,46425,11996,6185,5811,51138,25535,25603,15676,4371,11305,5519,2775,2744,5735,3043,2692,13390,6903,6487,17236,8896,8340,10557,5442,5115,212,55,11,0,28,12,105,0,1,0,213,1,2,95,58,57,12,2.894450709,2.159295482,25.9519022,2.162658516,0.283116129,0.431915194,0.581198967,0.481167694,0.385529845,18.12757,1.055663,5.684923,4.834340536,58.01208643,12,3.649727978,4.944556905,128,0.162834151,1.954009817,1.474372272,"no",1.036283143,11.02826741,13.7989831,14.46995561,15.86904434,0.57643715,8,"no",1.03628316,1,0.064325275,"yes",14.77844235,121,14.61399734,1,21.90448597,2.38366234,0.71814572,0.615978155,1.722815181,1.572188929,15.77373912,4.034558663,0.989110339,4.923135324,2.767999531,9.304030627,3.359918848,2.054232559,8.051056692,4.048265725,4.952441961,3.232351877,0.529696233,0.83775953,0.472992697,0.431915194,0.737505885,0.738341701,6.862579024,19.01261416,9.823983253,5.070235075,1.006034027,"satisfactory",0.11,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,28.59,1,6957,2,8499,0,752.575742160104,1256.39906474774,1004.48728875654,0,0,0,0,0,0,0,1,1,0,0,1,0,14.24,27.46,1,6957,3,70099,10,700,1166.67,933.33,1,1,4,4,0,0,0,1,1,0,0,5,0,13.13,21.76,1,6957,7,156099,11,700,1166.67,933.33,2,1,4,4,0,0,0,2,2,0,0,8,0,12.8,15.73,3,30257,13,283539,50,684.09,1147.73,915.91,6,12,16,13,2,1,0,6,7,0,0,18,1,14.78,14.96,26,807758,36,1205497,142,715.04,1203.01,959.02,9,32,50,38,10,3,0,10,9,0,0,38,4,3024938
3625,65,34,2,15.3628840251168,2.26361280833188,1.26869466831901,7.21245798370014,"Investment",6377883.078,101982,0.017855768,0.333891544,5408,4266,6,6564,8348,6,0,0,0,7,3,"no",0,0,1,"no","no","no","no","no","no","no","no",83369,37959,45410,12842,6633,6209,62215,30661,31554,26925,8782,18143,5408,2794,2614,6564,3389,3175,14443,7479,6964,16974,8334,8640,11169,5745,5424,324,78,0,0,148,4,93,0,1,0,324,0,4,231,58,31,3,1.996978471,1.584507118,19.01408542,1.584507118,0.288653594,0.114625487,1.114414952,0.322484443,0.492702201,6.21811,3.033294,11.24869,1.956801953,23.48162343,3,2.139745987,2.659976007,3,0.214862463,2.578349557,1.213540942,"no",5.1883177,2.718381622,6.898463643,7.8677677,9.02769051,0.613931304,3,"no",2.718381601,4,0.492702201,"no",9.673825448,5,5.213282393,3,4.531228705,8.831963443,0.603827688,1.648079459,3.680020894,2.67818873,5.88564932,1.301684857,1.41757769,2.178100172,2.113110343,3.058124616,1.207183796,0.794782336,7.815583945,3.426363032,2.934771104,0.188192104,1.156471285,1.474600742,0.979295043,0.114625487,2.375228545,1.702516518,8.001523286,2.776180393,3.168635155,4.297057298,0.308932501,"poor",8.26,0.11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.94,18.88,0,0,0,0,5,460,900,680,0,1,4,0,0,0,0,0,0,0,0,0,1,4.27,25.36,1,0,5,48450,16,606.25,1062.5,834.38,0,4,8,3,1,0,0,0,0,0,0,6,1,3.97,25.11,4,31000,5,48450,31,692.86,1178.57,935.71,3,8,11,6,2,1,0,0,3,0,0,16,4,12.11,23.95,8,118700,9,264256,51,687.5,1156.25,921.88,3,15,16,12,4,1,0,1,8,0,1,26,7,13.89,22.51,45,1136826,33,1359448,127,697.48,1184.87,941.18,8,30,48,29,9,3,0,11,23,0,6,82,17,1000000
3630,40,26,8,7.36165511569492,1.39491047932263,2.06402080220191,5.28523131626822,"Investment",14286990.83,157010,0.389353565,0.194489265,7751,5041,6,8004,11081,7,0,3,0,5,3,"no",0,5,3,"no","no","no","yes","no","no","no","no",12327,5588,6739,16831,8637,8194,98260,47405,50855,41919,12424,29495,7751,3941,3810,8004,4152,3852,18912,9716,9196,2780,1351,1429,14694,7551,7143,371,88,0,0,68,8,207,0,0,0,371,0,1,221,129,20,20,1.338899291,1.071119417,11.48415027,0.957012523,0.118627121,0.3929363,1.13856064,0.32873476,0.599508621,16.49644,1.599157,13.56792,5.541352281,66.49622737,18,5.463275837,6.526396643,18,0.055404987,0.664859839,0.398077836,"no",2.121795263,8.731672484,10.90025558,11.64736856,13.44387339,1.946928627,12,"no",1.969195503,41,1.416954896,"no",11.01200705,97,1.000395398,7,7.559885005,17.29213709,1.464171749,2.337556368,2.109518365,8.358250121,14.88079341,0.941011693,0.415892396,1.969682928,4.784724818,5.339207981,2.271827654,2.009561139,9.358046236,1.081836309,2.341218,0.40728259,1.301034566,1.477344144,0.699155116,0.3929363,0.725836248,0.724628123,8.810893382,8.535680072,7.480515697,3.540567001,0.483059973,"good",10.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,15.46,6.7,0,0,0,0,4,525,875,700,0,2,1,1,0,0,0,1,1,0,0,2,2,16.55,11.91,1,2200,2,37300,13,646.15,1076.92,861.54,0,3,5,5,0,0,0,1,1,0,0,7,2,20.78,12.98,1,2200,6,121142,23,636.36,1068.18,852.27,1,5,9,8,0,0,0,2,2,0,0,10,2,24.11,12.6,6,191300,10,464476,44,673.17,1134.15,903.66,3,12,15,11,2,1,0,3,4,0,0,22,5,40.01,9.16,11,300476,18,556166,77,669.01,1126.76,897.89,6,25,23,16,5,2,0,6,12,0,2,38,5,6400000
3649,37,22.6430085039199,14,15.9593674277176,1.07407760528959,1.27076711274586,8.49572259737494,"OwnerOccupier",7632939.805,78810,0.051843748,0.43788524,5519,1503,3,5735,5782,3,0,0,0,3,2,"no",0,5,3,"no","no","no","yes","no","no","no","no",87713,41288,46425,11996,6185,5811,51138,25535,25603,15676,4371,11305,5519,2775,2744,5735,3043,2692,13390,6903,6487,17236,8896,8340,10557,5442,5115,212,55,11,0,28,12,105,0,1,0,213,1,2,95,58,57,12,2.894450709,2.159295482,25.9519022,2.162658516,0.283116129,0.431915194,0.581198967,0.481167694,0.385529845,18.12757,1.055663,5.684923,4.834340536,58.01208643,12,3.649727978,4.944556905,128,0.162834151,1.954009817,1.474372272,"no",1.036283143,11.02826741,13.7989831,14.46995561,15.86904434,0.57643715,8,"no",1.03628316,1,0.064325275,"yes",14.77844235,121,14.61399734,1,21.90448597,2.38366234,0.71814572,0.615978155,1.722815181,1.572188929,15.77373912,4.034558663,0.989110339,4.923135324,2.767999531,9.304030627,3.359918848,2.054232559,8.051056692,4.048265725,4.952441961,3.232351877,0.529696233,0.83775953,0.472992697,0.431915194,0.737505885,0.738341701,6.862579024,19.01261416,9.823983253,5.070235075,1.006034027,"satisfactory",0.11,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,28.59,1,6957,2,8499,0,752.642040567319,1256.20743548754,1004.42463106772,0,0,0,0,0,0,0,1,1,0,0,1,0,14.24,27.46,1,6957,3,70099,10,700,1166.67,933.33,1,1,4,4,0,0,0,1,1,0,0,5,0,13.13,21.76,1,6957,7,156099,11,700,1166.67,933.33,2,1,4,4,0,0,0,2,2,0,0,8,0,12.8,15.73,3,30257,13,283539,50,684.09,1147.73,915.91,6,12,16,13,2,1,0,6,7,0,0,18,1,14.78,14.96,26,807758,36,1205497,142,715.04,1203.01,959.02,9,32,50,38,10,3,0,10,9,0,0,38,4,3274574
3779,56,23.1527188300852,12,15.9565916721225,1.07564037128896,1.30755761980954,8.5664523494874,"OwnerOccupier",7632939.805,78810,0.051843748,0.43788524,5519,1503,3,5735,5782,3,0,0,0,3,2,"no",0,5,3,"no","no","no","yes","no","no","no","no",87713,41288,46425,11996,6185,5811,51138,25535,25603,15676,4371,11305,5519,2775,2744,5735,3043,2692,13390,6903,6487,17236,8896,8340,10557,5442,5115,212,55,11,0,28,12,105,0,1,0,213,1,2,95,58,57,12,2.894450709,2.159295482,25.9519022,2.162658516,0.283116129,0.431915194,0.581198967,0.481167694,0.385529845,18.12757,1.055663,5.684923,4.834340536,58.01208643,12,3.649727978,4.944556905,128,0.162834151,1.954009817,1.474372272,"no",1.036283143,11.02826741,13.7989831,14.46995561,15.86904434,0.57643715,8,"no",1.03628316,1,0.064325275,"yes",14.77844235,121,14.61399734,1,21.90448597,2.38366234,0.71814572,0.615978155,1.722815181,1.572188929,15.77373912,4.034558663,0.989110339,4.923135324,2.767999531,9.304030627,3.359918848,2.054232559,8.051056692,4.048265725,4.952441961,3.232351877,0.529696233,0.83775953,0.472992697,0.431915194,0.737505885,0.738341701,6.862579024,19.01261416,9.823983253,5.070235075,1.006034027,"satisfactory",0.11,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,28.59,1,6957,2,8499,0,752.673286733309,1256.28604495013,1004.47955746114,0,0,0,0,0,0,0,1,1,0,0,1,0,14.24,27.46,1,6957,3,70099,10,700,1166.67,933.33,1,1,4,4,0,0,0,1,1,0,0,5,0,13.13,21.76,1,6957,7,156099,11,700,1166.67,933.33,2,1,4,4,0,0,0,2,2,0,0,8,0,12.8,15.73,3,30257,13,283539,50,684.09,1147.73,915.91,6,12,16,13,2,1,0,6,7,0,0,18,1,14.78,14.96,26,807758,36,1205497,142,715.04,1203.01,959.02,9,32,50,38,10,3,0,10,9,0,0,38,4,4176860
3800,38,20,5,11.7092613755744,1.80739150080176,1.36784295675839,7.07940722554311,"Investment",4808269.831,101708,0.112559644,0.118537385,5879,1463,4,6207,5580,7,0,1,0,5,1,"no",0,0,1,"no","no","no","yes","no","no","no","no",101982,46076,55906,13028,6835,6193,63388,31813,31575,25292,7609,17683,5879,3095,2784,6207,3269,2938,14884,7821,7063,19401,9045,10356,11252,5916,5336,330,59,0,0,206,4,60,0,1,0,330,1,0,246,63,20,3,3.427500629,1.714635595,20.57562714,1.714635595,0.103919775,0.393164937,0.934158916,0.010860941,0.655029571,6.03362,3.366992,11.5835,2.086930429,25.04316515,3,2.208831028,4.061926031,3,0.357498747,4.289984958,0.98903087,"no",5.518457154,2.408529414,6.589727827,7.574343858,8.71866429,0.560654621,3,"no",2.408529406,4,0.655029571,"no",9.803953925,5,5.924368013,3,4.559293955,8.680181033,0.307120867,1.311410884,3.356195117,2.512541795,6.015777797,1.034342498,1.151940315,2.247185213,2.182195384,3.127209657,1.541653512,0.574839311,7.945712422,3.495448073,3.003856145,0.417513554,1.441371515,1.368263536,1.315134729,0.393164937,2.205221555,1.836148026,7.680615416,3.487266014,3.440024504,4.633325665,0.388761393,"poor",13.84,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.71,12.23,0,0,0,0,3,500,1000,750,0,0,3,0,0,0,0,0,0,0,0,1,1,4.22,25.59,2,29900,1,2250,12,536.36,954.55,745.45,1,3,6,2,0,0,0,0,0,0,0,4,3,3,30.24,5,90900,7,260156,31,744.83,1258.62,1001.72,2,7,11,7,3,1,0,0,2,0,0,14,4,9.42,28.84,12,251056,9,264256,47,667.44,1127.91,897.67,4,14,15,10,3,1,0,1,7,0,1,23,7,13.32,22.75,48,1198301,33,1483525,133,694.4,1180,937.2,8,31,51,31,9,3,0,12,25,0,5,82,17,6500000
3823,58,28,4,16.653123169522,2.19903215257981,1.80149815785419,9.52229916499006,"Investment",3292112.223,73148,0.063747248,0.092290642,4449,2757,5,4346,7327,5,0,1,0,3,2,"no",0,2,2,"no","no","no","no","no","no","no","no",41504,18905,22599,9308,4847,4461,44449,22170,22279,19391,5955,13436,4449,2281,2168,4346,2283,2063,10271,5360,4911,9620,4575,5045,8322,4322,4000,222,97,0,0,4,13,108,0,0,0,222,0,0,144,25,53,90,2.508444218,1.509569237,16.89192891,1.407660743,0.22885925,0.327997815,2.393706889,0.419191333,0.659353645,22.57252,2.899965,1.069922,2.372518259,28.47021911,64,2.474426753,3.71451612,64,0.103299746,1.239596951,1.243731591,"no",4.779922499,8.240157504,10.68188828,11.29233258,12.77276389,0.639792972,5,"no",4.620435636,36,0.803757322,"no",9.077325212,121,11.92269116,5,17.66209465,2.398431751,1.853099084,1.704741333,4.341206385,2.65147868,15.60095372,2.819411182,0.811041254,2.832824925,5.296982269,5.181658312,1.984734544,2.622840029,7.791918321,2.474750398,3.043725079,1.337782034,0.983536445,1.031344877,0.416795987,0.327997815,1.624909974,0.907376849,2.257699999,8.343071203,5.650448307,4.677845122,0.385668098,"poor",3.15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8.82,15.08,0,0,2,64000,8,685.71,1142.86,914.29,1,1,3,3,0,0,0,0,1,0,0,2,0,8.07,32.52,3,180000,4,96000,17,737.5,1218.75,978.13,1,1,7,8,0,0,0,0,1,0,0,3,0,6.21,29.83,6,222690,8,131983,36,878.79,1439.39,1159.09,3,5,11,13,1,3,0,1,4,0,0,9,0,6.67,30.8,27,521674,18,509543,87,773.08,1301.28,1037.18,9,16,31,21,6,4,0,4,13,1,0,23,2,16.46,21.41,42,912016,44,1313557,180,675.3,1141.57,908.43,14,47,63,43,9,4,0,13,25,1,1,75,7,8500000
